path,title,author,translator,year,language,license_raw,license_norm,source_url
texts/gutenberg/critique_of_pure_reason.txt,Critique of Pure Reason,Immanuel Kant,J. M. D. Meiklejohn,1787,en,Public domain,pd,https://www.gutenberg.org/ebooks/4280
